,TF-IDF
equal,0.32363793469588575
required,0.32363793469588575
perceived,0.32363793469588575
punished,0.3234356724919457
deed,0.3234356724919457
surely,0.3234356724919457
seriously,0.3234356724919457
talked,0.3234356724919457
noises,0.32261861778495526
disturbed,0.32261861778495526
dignity,0.32261861778495526
somehow,0.32261861778495526
repose,0.32261861778495526
extra,0.32261861778495526
ordinary,0.32261861778495526
overhead,0.32261861778495526
washing,0.3220584094989419
eaten,0.3220584094989419
bitterly,0.3218447230712599
haven,0.32099368730322025
carriages,0.32099368730322025
reach,0.32099368730322025
plenty,0.32099368730322025
trotted,0.3200381232406376
gather,0.3200381232406376
nag,0.3200381232406376
somebody,0.3200381232406376
fancies,0.3182652730027567
absurd,0.3182652730027567
jokes,0.3182652730027567
coppice,0.3181770292621085
bouncer,0.3181770292621085
benjamin,0.3181770292621085
causing,0.3181770292621085
terror,0.3181770292621085
grove,0.3181770292621085
puts,0.31783714359307436
whoever,0.31783714359307436
rid,0.31783714359307436
fox,0.3173426144387543
kinds,0.3173426144387543
arrogance,0.3173426144387543
whether,0.3173426144387543
couldst,0.31556184787115643
unless,0.31556184787115643
crackers,0.31550835069536165
cream,0.31550835069536165
pockets,0.31550835069536165
promised,0.3152002098930667
added,0.3152002098930667
cruelly,0.3152002098930667
sneered,0.3145859613132224
frightening,0.3131738774276337
pollard,0.3131738774276337
lake,0.3131738774276337
willow,0.3131738774276337
moved,0.3131738774276337
books,0.3129401225578578
fiction,0.3129401225578578
majesty,0.3129401225578578
imperial,0.3129401225578578
contained,0.3129401225578578
vexed,0.31206813754947393
basket,0.31206813754947393
reply,0.31068114825286947
dress,0.31068114825286947
leather,0.31068114825286947
morocco,0.31068114825286947
wore,0.31068114825286947
condescend,0.31068114825286947
visit,0.30986295758257054
sat,0.30986295758257054
notions,0.30986295758257054
sofa,0.30986295758257054
pay,0.30986295758257054
didn,0.30663959660033674
shrivels,0.3059280725575984
pale,0.3059280725575984
skeleton,0.3059280725575984
marked,0.3058834518879916
larger,0.3058834518879916
searched,0.3058834518879916
upstairs,0.3058834518879916
broke,0.3058061558141213
top,0.3058061558141213
procure,0.3058061558141213
either,0.3056947705612497
clever,0.3056947705612497
frozen,0.3056947705612497
starve,0.3056947705612497
twittering,0.3056947705612497
sinners,0.3052414439324458
seats,0.3052414439324458
oven,0.3052414439324458
fork,0.3052414439324458
ago,0.3052414439324458
benches,0.3052414439324458
chairs,0.3052414439324458
refuse,0.30486502274612176
linen,0.30486502274612176
stand,0.30486502274612176
fasten,0.30486502274612176
crown,0.30486502274612176
draught,0.30486502274612176
minute,0.3048527385887827
galoshes,0.3048527385887827
displeased,0.3048527385887827
mackintosh,0.3048527385887827
trout,0.3048527385887827
language,0.30128710217555604
stolen,0.3010205209791846
fruit,0.3010205209791846
blossoms,0.3010205209791846
profusion,0.3010205209791846
anthony,0.3010205209791846
beauty,0.3010205209791846
performed,0.2992158363174413
tasks,0.2992158363174413
urchin,0.29776291196260357
aside,0.29776291196260357
fortune,0.29776291196260357
descend,0.2967592077603692
untying,0.2967592077603692
enter,0.2967592077603692
cord,0.2967592077603692
number,0.29654377899998885
arts,0.2952408474032537
lurch,0.2952408474032537
climb,0.2952408474032537
hundred,0.2952408474032537
awoke,0.2933736991349114
gretel,0.2933736991349114
presents,0.2929388976146836
wherever,0.2929388976146836
oppresses,0.2929388976146836
escaped,0.2919914070984882
brink,0.2919914070984882
scramble,0.2919914070984882
kick,0.2919914070984882
crushed,0.2919914070984882
managing,0.2919914070984882
insignificant,0.29160814798093343
simple,0.29160814798093343
travel,0.29160814798093343
unable,0.29160814798093343
killed,0.29117340961022453
grieves,0.29117340961022453
guiltless,0.29117340961022453
courtyard,0.29113734563848503
vulgar,0.2902760729617371
coat,0.29011443055526587
jackson,0.29011443055526587
bristles,0.29011443055526587
sleeve,0.29011443055526587
wiping,0.29011443055526587
bumble,0.29011443055526587
nightcap,0.29010183964060315
bachelor,0.29010183964060315
false,0.289872223572112
sister,0.289872223572112
slipper,0.289872223572112
end,0.28955444545441444
lords,0.2888810596020214
spoke,0.2888810596020214
rank,0.2888810596020214
inferior,0.2888810596020214
question,0.2888810596020214
cry,0.2886222349271447
snapped,0.2885440973482164
threw,0.2885440973482164
twain,0.2885440973482164
harness,0.2885440973482164
wanted,0.28838631486958993
crowded,0.28838631486958993
pushed,0.28838631486958993
hired,0.28838631486958993
stood,0.28633043422218296
chosen,0.28633043422218296
becomes,0.28544940445519645
deserved,0.28544940445519645
concealed,0.28544940445519645
throughout,0.28544940445519645
hens,0.28544940445519645
richly,0.28544940445519645
raking,0.2847486160688296
kept,0.2847486160688296
gambling,0.2847486160688296
clouds,0.2846802863578368
sank,0.2846802863578368
hymn,0.2846802863578368
quiet,0.2846802863578368
forwards,0.2840569043777821
working,0.2840569043777821
sitting,0.2840569043777821
backwards,0.2840569043777821
suit,0.2840569043777821
legged,0.2840569043777821
goose,0.2840569043777821
waggon,0.28394971887262627
breaking,0.28394971887262627
sick,0.28394971887262627
length,0.28394971887262627
stammered,0.28311592874671615
clerks,0.28311592874671615
wrote,0.28311592874671615
haughty,0.28228709443946237
marriage,0.28228709443946237
east,0.28228709443946237
sport,0.28228709443946237
wants,0.28225662168968346
frog,0.28225662168968346
thinking,0.28225662168968346
corner,0.28142856172244046
stove,0.28142856172244046
bowl,0.28142856172244046
food,0.28142856172244046
earthenware,0.28142856172244046
duckling,0.28137364082741523
sisters,0.28137364082741523
driven,0.28137364082741523
deserve,0.28113062474726586
adventures,0.28113062474726586
stretched,0.28113062474726586
acquainted,0.28113062474726586
tales,0.2784089624060399
forehead,0.2784089624060399
stories,0.2784089624060399
wedding,0.27627069292303824
bridesmaid,0.27627069292303824
grumpy,0.27627069292303824
fault,0.27627069292303824
grandchildren,0.27627069292303824
latter,0.27627069292303824
deep,0.2756741748737816
appearance,0.2747462159236252
sunday,0.2747462159236252
sorry,0.2747462159236252
sauce,0.27467662507962814
roasted,0.27467662507962814
dish,0.27467662507962814
instead,0.27467662507962814
grasshopper,0.27467662507962814
minnows,0.27467662507962814
village,0.2734647913674586
mayst,0.2734647913674586
livest,0.2734647913674586
yesterday,0.27321582111474374
rooms,0.2727652382418642
animals,0.2727053584937454
pointing,0.2727053584937454
storks,0.2727053584937454
mocking,0.2727053584937454
singing,0.2727053584937454
name,0.2727053584937454
join,0.2727053584937454
hair,0.2724992968371685
hung,0.2724992968371685
rusty,0.2724992968371685
despise,0.2724503438392861
loose,0.2724503438392861
recognise,0.2724503438392861
feather,0.2724503438392861
deservest,0.26905709819014245
restored,0.26905709819014245
receive,0.26905709819014245
murdered,0.26905709819014245
reward,0.26905709819014245
happened,0.2685612626018966
rogues,0.26816056077765654
maternal,0.26816056077765654
bore,0.26816056077765654
busy,0.26816056077765654
nearest,0.26816056077765654
beaming,0.26816056077765654
inquired,0.26816056077765654
guardian,0.26425984202094693
fairy,0.26425984202094693
angel,0.26425984202094693
powerful,0.26425984202094693
fellows,0.26407729336754193
arrange,0.26407729336754193
moonlight,0.26290464259761204
tip,0.26290464259761204
silk,0.26290464259761204
simpkin,0.26290464259761204
compared,0.26290464259761204
parcel,0.26290464259761204
badness,0.26290464259761204
pot,0.26290464259761204
allowed,0.26049579220147306
rampion,0.26049579220147306
enchantress,0.26049579220147306
anger,0.26049579220147306
allow,0.26049579220147306
condition,0.26049579220147306
treated,0.26049579220147306
softened,0.26049579220147306
case,0.26049579220147306
forester,0.2586842185332572
fundevogel,0.2586842185332572
lina,0.2586842185332572
boil,0.2586842185332572
early,0.2586842185332572
tomorrow,0.2586842185332572
hunting,0.2586842185332572
repeat,0.2586842185332572
boiling,0.2586842185332572
behaved,0.2568288582958687
chamber,0.2568288582958687
bade,0.2568288582958687
learnt,0.2568288582958687
hidden,0.2568288582958687
wickedness,0.2568288582958687
belongs,0.25426704903113145
separately,0.25426704903113145
rabbit,0.25426704903113145
wash,0.25426704903113145
onions,0.25426704903113145
easy,0.25147611145597437
chimney,0.24650746732403608
clave,0.24469322888661735
heath,0.24469322888661735
hot,0.24469322888661735
parched,0.24469322888661735
greater,0.24469322888661735
roof,0.24469322888661735
noon,0.24469322888661735
tongue,0.24469322888661735
fiery,0.24402023460379732
temper,0.24402023460379732
grandmother,0.24402023460379732
silent,0.24402023460379732
bushel,0.24402023460379732
bury,0.24402023460379732
servant,0.2419840891277849
grown,0.2419840891277849
excellent,0.2419840891277849
lion,0.2419840891277849
favorite,0.23986034156003902
proudly,0.23986034156003902
leaves,0.23986034156003902
ties,0.23986034156003902
prancing,0.23986034156003902
waves,0.23986034156003902
meal,0.23522513674051365
demurely,0.2346520133372573
maidens,0.2346520133372573
quietly,0.2346520133372573
critical,0.2346520133372573
appeared,0.2346520133372573
engaged,0.2346520133372573
glanced,0.2346520133372573
stalks,0.2346520133372573
seated,0.2346520133372573
beds,0.2346520133372573
stone,0.2288758930487333
week,0.2288758930487333
dame,0.2288758930487333
ilsabill,0.2288758930487333
cottage,0.2288758930487333
winkle,0.22718475560995147
tiggy,0.22718475560995147
cap,0.22718475560995147
hairpins,0.22718475560995147
cup,0.22718475560995147
lucie,0.22718475560995147
gown,0.22718475560995147
suds,0.22718475560995147
wrinkly,0.22718475560995147
respect,0.2269679400180937
sudden,0.2269679400180937
surrounded,0.2269679400180937
dazzled,0.2269679400180937
considerably,0.2269679400180937
color,0.2269679400180937
underwent,0.2269679400180937
alfred,0.2269679400180937
shock,0.2269679400180937
lessened,0.2269679400180937
pan,0.2265139141067698
ribby,0.2265139141067698
patty,0.2265139141067698
nests,0.22633015986931124
forth,0.22633015986931124
ship,0.22633015986931124
sailed,0.22633015986931124
harsh,0.22633015986931124
lumber,0.22633015986931124
existed,0.22633015986931124
destroyed,0.22633015986931124
accents,0.22633015986931124
croaked,0.22633015986931124
worried,0.22245984992507925
laugh,0.22245984992507925
vex,0.22245984992507925
grave,0.22245984992507925
fret,0.22245984992507925
tease,0.21690602990053742
fever,0.2116836275823253
attract,0.2116836275823253
game,0.2116836275823253
order,0.2116836275823253
catch,0.2116836275823253
lodge,0.20924751789253868
common,0.20924751789253868
wearing,0.20924751789253868
pocket,0.20924751789253868
traveler,0.20924751789253868
begging,0.20924751789253868
everyone,0.20924751789253868
seeds,0.20924751789253868
knocked,0.20924751789253868
struck,0.20618913341548625
flint,0.20618913341548625
sparks,0.20618913341548625
box,0.20618913341548625
highest,0.20618913341548625
crying,0.20618913341548625
matches,0.20618913341548625
merry,0.20618913341548625
tinder,0.20618913341548625
steel,0.20618913341548625
happy,0.2008451475973692
cork,0.2008451475973692
relations,0.1982146272591528
perseverance,0.1982146272591528
committee,0.1982146272591528
industry,0.1982146272591528
consideration,0.1982146272591528
justice,0.1982146272591528
witness,0.1982146272591528
almost,0.1982146272591528
fence,0.1982146272591528
friends,0.1982146272591528
distribution,0.1982146272591528
carried,0.1982146272591528
rail,0.1982146272591528
prizes,0.1982146272591528
drunkard,0.19498311817593564
expect,0.19498311817593564
stag,0.19410194690448976
roebuck,0.19410194690448976
chase,0.19410194690448976
city,0.19410194690448976
pack,0.19410194690448976
goodly,0.19410194690448976
turk,0.19410194690448976
dogs,0.19410194690448976
fastened,0.1914754931826967
chain,0.1914754931826967
experience,0.1914754931826967
amusement,0.18650266025154222
remarked,0.18650266025154222
baltic,0.18650266025154222
saucepan,0.18650266025154222
commencement,0.18650266025154222
danish,0.18650266025154222
shore,0.18650266025154222
interesting,0.18650266025154222
stupidity,0.18583614896065795
wit,0.18583614896065795
giving,0.18583614896065795
button,0.18583614896065795
studs,0.18583614896065795
company,0.18583614896065795
conscious,0.18583614896065795
flying,0.1740187993962527
cast,0.1740187993962527
spread,0.1740187993962527
wears,0.1740187993962527
fact,0.1740187993962527
cling,0.1715630732616196
wool,0.1715630732616196
dresses,0.1715630732616196
trodden,0.1715630732616196
seed,0.1715630732616196
roads,0.1715630732616196
jug,0.16914045887296952
draw,0.16914045887296952
cooking,0.16914045887296952
upset,0.16914045887296952
steak,0.16914045887296952
cellar,0.16914045887296952
fair,0.16914045887296952
cupboards,0.16433831154935738
smoke,0.16433831154935738
watchman,0.16433831154935738
decide,0.15603406877473697
urn,0.15603406877473697
foreign,0.15603406877473697
improper,0.15603406877473697
patriotic,0.15603406877473697
highly,0.15603406877473697
imagine,0.15603406877473697
singer,0.15603406877473697
inwardly,0.15603406877473697
lifts,0.14067467488003907
peas,0.14067467488003907
swallows,0.14067467488003907
eats,0.14067467488003907
spiteful,0.14067467488003907
crest,0.14067467488003907
eloquence,0.10042903405851868
egypt,0.10042903405851868
gifts,0.10042903405851868
necks,0.10042903405851868
clap,0.10042903405851868
north,0.10042903405851868
jaws,0.10042903405851868
wagging,0.10042903405851868
moreover,0.10042903405851868
boast,0.10042903405851868
changes,0.10042903405851868
railway,0.10042903405851868
invention,0.10042903405851868
truly,0.10042903405851868
rush,0.10042903405851868
worms,0.10042903405851868
used,0.1004225737986846
furrier,0.1004225737986846
cage,0.1004225737986846
neck,0.1004225737986846
wouldn,0.1004225737986846
mounted,0.1004225737986846
sunshine,0.1004225737986846
history,0.1004225737986846
higher,0.1004225737986846
swinging,0.1004225737986846
aloud,0.1004225737986846
rubbed,0.1004225737986846
betrothed,0.1004225737986846
limbs,0.1004225737986846
bottle,0.1004225737986846
picnic,0.1004225737986846
seems,0.1004225737986846
recollect,0.1004225737986846
lark,0.1004225737986846
uninjured,0.1004225737986846
cows,0.08216915577467869
decreased,0.08216915577467869
cooked,0.08216915577467869
wind,0.08216915577467869
meals,0.08216915577467869
barns,0.08216915577467869
melt,0.08216915577467869
store,0.08216915577467869
obtain,0.08216915577467869
fingers,0.08216915577467869
possessed,0.08216915577467869
ashes,0.08216915577467869
devoured,0.08216915577467869
empty,0.08216915577467869
chests,0.08216915577467869
blown,0.08216915577467869
coals,0.08216915577467869
smoked,0.08216915577467869
blowing,0.08216915577467869
splendid,0.08216915577467869
smokes,0.08216915577467869
cellars,0.08216915577467869
multiplied,0.08216915577467869
vanished,0.08216915577467869
vessels,0.08216915577467869
waldemar,0.08216915577467869
proverb,0.08216915577467869
crucible,0.08216915577467869
